"","label","text","rule_name","comment_number","proposition_number"
2521,"n","In a response to one of my earlier posts someone said that 100 to 200 people die of food allergies each year.","apr",744,4
2522,"n","No citation or support is offered for this #","apr",744,5
2523,"u","so its accuracy can only be speculated.","apr",744,6
2524,"n","The reply goes on to say 'the majority of those are caused by peanuts' - once again without citation.","apr",744,7
2525,"n","Even if these #s were accurate, this is not a statistically significant portion of the population.","apr",744,8
2526,"u","There is a huge gap here between perception and reality.","apr",744,9
2527,"u","As Mr. Mulder correctly pointed out, when you are told over and over that peanuts will kill you, you may well have a reaction when you believe you have been exposed to them.","apr",744,10
2528,"n","The problem is, it is a stress induced reaction , NOT an allergy.","apr",744,11
2529,"n","The fact is, numerous peer reviewed studies have found serious food allergies to be incredibly rare, and life threatening reactions to be so rare as to approach statistical ZERO.","apr",744,12
2530,"n","The majority of self-reported allergics who have been actually studied do not react when given the supposed allergen in a controlled environment.","apr",744,13
2531,"u","So, if actual science determines that there is a real risk to a statistically significant portion of the population, I will gladly surrender my peanuts.","apr",744,14
2532,"u","The peanut people are correct about one thing,","apr",744,15
2533,"u","my enjoyment of a snack is not more important than actual lives.","apr",744,16
2534,"n","The thing is, it has not been proved, has not even been reasonably implied that my peanuts are putting ANYONE at risk.","apr",744,17
2535,"u","As a traveler with no peanut allergy, I am nevertheless sympathetic to the problems that can arise.","apr",745,0
2536,"u","However, I think that either a complete restriction or a buffer zone should not be an airline responsibility.","apr",745,1
2537,"n","One cannot sterilize the environment of all dangerous or potentially dangerous items or conditions.","apr",745,2
2538,"u","I believe that responsibility resides with the allergy-sensitive person, to make the decision on exposure, and have the medical items needed to deal with individual exposures.","apr",745,3
2539,"n","Certainly, airlines could carry Epi-pens,","apr",745,4
2540,"u","but the allergic individual should rely on their own medication to control an allergic reaction.","apr",745,5
2541,"u","I believe, that NO regulation should be adopted on this issue.","apr",745,6
2542,"u","Your child had an unpleasant reaction.","apr",763,0
2543,"u","NOT a dangerous one.","apr",763,1
2544,"n","This is not a life or death issue,","apr",763,2
2545,"u","it is only a matter of comfort.","apr",763,3
2546,"u","Obviously I don't want anyone to die.","apr",765,0
2547,"u","With all the hysteria being spouted by you and others, it seems like this board should be full of heartbreaking tales of dead loved ones.","apr",765,1
2548,"n","I was simply making the point that those tales are not here because it hasn't happened,","apr",765,2
2549,"u","because THERE IS NO RISK!","apr",765,3
2550,"u","The Airlines seem protective of their international flight passengers so they are not charged for baggage while the US carriers pretty much acted as a monopoly to apply fees to domestic air travelers.","apr",769,0
2551,"u","Once they got enough airlines to sign on to the practice there is no stopping them short of regulation.","apr",769,1
2552,"n","A poll on CNN showed the baggage fee as the most hated fee for consumers.","apr",769,2
2553,"u","It is not only airborne particles that are problematical, it is also the crumbs, whole peanuts that ""get away"" from the passenger , and residue left behind on seats, seat belts, floors, tray tables and other surfaces.","apr",783,0
2554,"n","Ingestion or contact can trigger severe reactions.","apr",783,1
2555,"u","Take peanuts and items containing peanuts or peanut butter  off of airplanes.","apr",783,2
2556,"u","This is all the airlines need to do.","apr",783,3
2557,"n","Most airlines already have a suitable replacement snack.","apr",783,4
2558,"n","Anyone with a severe allergy already has EpiPens or other medications.","apr",783,5
2559,"u","Airlines need not provide these.","apr",783,6
2560,"u","Take peanuts off of planes.","apr",783,7
2561,"u","Safety first.","apr",783,8
2562,"n","Just to clarify - peanuts are absolutely NOT banned in schools.","apr",788,0
2563,"e","My children eat peanut butter and jelly sandwiches twice a week","apr",788,1
2564,"e","and they are served in the cafeteria daily.","apr",788,2
2565,"e","This is a public school in the Chicago suburbs - K through 8.","apr",788,3
2566,"n","It is my understanding that non-peanut related items made in a facility that produces peanut snacks are more likely to be a problem for peanut allergy sufferers if the product ingested as opposed to simply coming in contact with.","apr",790,0
2567,"e","The basis for my understanding comes from visits to allergy-specializing doctors concerning my 4-year old daughter's food allergies.","apr",790,1
2568,"e","I have also attended lectures from immunologists in an effort to determine precisely what is a threat to my daughter and how large of a threat a particular item may be.","apr",790,2
2569,"u","The ban should include peanuts, products containing peanuts , and products derived from peanuts .","apr",790,3
2570,"n","So, PracticalJo is saying that no matter what she does, her daughter always gets hives, itches, and sneezes while flying, supposedly from peanut allergens.","apr",792,0
2571,"u","That is pure nonsense.","apr",792,1
2572,"u","If her daughter had taken Benadryl before boarding the plane, it prevents those very things from happening.","apr",792,2
2573,"u","Even so, there's no reason to remove peanuts from planes for the very minute chance that someone will suffer anaphalactic shock due to peanut allergies.","apr",792,3
2574,"u","You can't make all risks go away,","apr",792,4
2575,"u","so there's no point in trying.","apr",792,5
2576,"n","And you cannot remove peanut allergens from an airliner unless you take out all the seats and the subfloor,","apr",792,6
2577,"u","which the airlines aren't going to do.","apr",792,7
2578,"u","That would also drive up the cost for a flight dramatically, to the point that the average person cannot afford to fly anymore.","apr",792,8
2579,"u","Instead of living your life in a state of fear over something that is so unlikely to happen, get professional help for yourself.","apr",792,9
2580,"u","You're not doing your child any favors by creating needless anxiety for them everywhere they go.","apr",792,10
2581,"u","Actually, I do know what I'm talking about.","apr",793,0
2582,"n","Celiac disease and gluten allergies are two different things.","apr",793,1
2583,"u","The fact that you don't understand that illustrates your ignorance of the issue at hand.","apr",793,2
2584,"u","The problem is that we have an irrational group of people who claim to suffer from severe peanut allergies,","apr",794,0
2585,"u","who are trying to impose their desire to ban peanuts and other nuts from being served by airlines under the guise of safety.","apr",794,1
2586,"u","But they can point to no evidence that their worst, unfounded fears have ever happened on any U.S. airliner,","apr",794,2
2587,"u","so they hype their claims even more, hoping their tiny minority will gain favor.","apr",794,3
2588,"u","In the process, they refuse to deal with their irrational fears, and point blame at everyone and everything for their ""inability"" to fly, even going so far as to claim it's a disability.","apr",794,4
2589,"u","There's no disability here at all.","apr",794,5
2590,"u","The simple fact is that these people want to shift their responsibility for their own well-being onto others, and they'll use any means they can to justify their goal.","apr",794,6
2591,"u","The simplest solution would be to ban peanut allergy sufferers from flying.","apr",794,7
2592,"n","Everyone is allergic to something,","apr",796,0
2593,"u","so using your reasoning, we'd be on a plane with no food, along with some other things,","apr",796,1
2594,"u","which would make it a very unpleasant flight for everyone involved.","apr",796,2
2595,"u","Banning peanuts will not protect anyone;","apr",796,3
2596,"u","they're already onboard the aircraft, along with peanut dust in the fabric of the seats.","apr",796,4
2597,"n","The fact that nobody has ever died from anaphylactic shock due to peanut allergies on a U.S. airliner is clear evidence that the risk is so remote as to be non-existent.","apr",796,5
2598,"u","Instead of imagining the worst-case scenario and assuming it to be a certainty, try dealing with your irrational fears and live your life.","apr",796,6
2599,"u","If it was really as risky as you seem to believe, then you wouldn't ever leave your home.","apr",796,7
2600,"u","I can't believe there is any debate on this at all,","apr",811,0
2601,"n","since there are no emergency rooms at 40,000 feet!","apr",811,1
2602,"u","It should be obvious to those for whom passenger safety is a priority that all peanut products should be banned from aircraft.","apr",811,2
2603,"u","Standard disclaimer I am one of those who is severely allergic to peanuts -","apr",811,3
2604,"e","for me exposure to even the slightest bit of dust is potentially fatal.","apr",811,4
2605,"e","I don't have to eat them.","apr",811,5
2606,"e","Once, I went into Anaphylaxis when a co-worker from a previous shift left some peanut oil and residue on a shared workstation.","apr",811,6
2607,"n","Remember, aircraft at altitude generally pressurize the cabin to 10,000 feet and when hundreds of those little bags packed at sea level are opened,","apr",811,7
2608,"n","the pressure difference propels the dust straight into the air...","apr",811,8
2609,"n","which I should remind everyone is not fresh air from outside but instead recirculated cabin air,","apr",811,9
2610,"n","so the offensive particles remain.","apr",811,10
2611,"n","There's no air exchange on a commercial aircraft,","apr",811,11
2612,"u","you're stuck with what you've got","apr",811,12
2613,"e","and yes I do carry two epi-pens","apr",811,13
2614,"n","but as others have already stated an epi-pen is only effective for 10-15 minutes","apr",811,14
2615,"u","and when deployed you must also report to an emergency room asap!","apr",811,15
2616,"e","I have a friend who is allergic to a different food item","apr",811,16
2617,"e","but she hit her epi-pen once and had a stroke!","apr",811,17
2618,"n","Epi-pens are not without risk.","apr",811,18
2619,"u","I'd much rather not use mine.","apr",811,19
2620,"u","In fact, I'd rather not die in an aircraft because some selfish ""personal rights"" idiot wanted his bag of peanuts.","apr",811,20
2621,"u","Policies on all of these issues should be uniform and transparent.","apr",814,0
2622,"u","Nothing is worse that trying to ""negotiate"" a situation with a peeved ticket agent in a crowded and stress-filled airport.","apr",814,1
2623,"e","I recently took a Delta flight into JFK with a fairly tight connection.","apr",814,2
2624,"e","We actually arrived a bit ahead of the scheduled time,","apr",814,3
2625,"e","but there was no gate available","apr",814,4
2626,"e","so Delta parked our incoming flight on their tarmac and bussed us to the gate in a Delta bus.","apr",814,5
2627,"e","Unfortunately, it took the bus so long to pick us up from the flight that virtually no one on the flight was able to make their connections.","apr",814,6
2628,"e","Then, when I learned that the next flight was six hours later, the agent refused even a meal voucher for the delay.","apr",814,7
2629,"e","the delay wasn't Delta's fault","apr",814,8
2630,"n","of course, whether something is the airline's fault is, you guessed it, defined by the airline itself . . . great","apr",814,9
2631,"e","At one point, I asked whether I could cancel the trip and get a refund.","apr",814,10
2632,"e","The agent gave me a dirty look and pointed me to a phone line across the lobby.","apr",814,11
2633,"u","With clear and balanced rules, I could have read them, known my rights, and dealt with things efficiently rather than having to be at an information disadvantage.","apr",814,12
2634,"u","PracticalJo is the one who is uninformed.","apr",815,0
2635,"n","Reputable sources will confirm that actual severe food allergies of any kind are extremely rare, and life threatening ones are nearly non-existent.","apr",815,1
2636,"n","There are certainly not ""millions of children"" who could die from peanut exposure.","apr",815,2
2637,"u","As far as speaking to someone who suffers several severe food allergies, I've spoken to a few who CLAIM that status - hypochondriacs all.","apr",815,3
2638,"n","These allergies are mostly imagined.","apr",815,4
2639,"u","There are intolerances to various foods, that is not an allergy and will cause discomfort but not death.","apr",815,5
2640,"u","Even those with actual allergies are not in any danger of dying - just mild discomfort.","apr",815,6
2641,"n","Hives and itching are not life threatening conditions.","apr",815,7
2642,"u","The point is not that I 'need' peanuts.","apr",815,8
2643,"u","The point is I refuse to make accommodations for baseless fears.","apr",815,9
2644,"n","There is not one person on this board reporting an actual death.","apr",815,10
2645,"u","If there were any actual risk, the survivors of a peanut victim would be all over this board telling the tragic story.","apr",815,11
2646,"u","Instead what we get are a bunch of wild-eyed claims without any basis in fact.","apr",815,12
2647,"u","It would be more valid to claim that airlines must increase leg room to avoid deaths due to deep vein thrombosis-which has actually happened.","apr",815,13
2648,"u","Here is a good place to begin your research","apr",816,0
2649,"n","Mount Sinai Medical School and the Jaffe Food Allergy Institute is one of, if not the, premier institute in the country working to solve the food allergy mystery.","apr",816,1
2650,"n","Indeed, millions of Americans have food allergies","apr",816,2
2651,"n","and unfortunately many people die each year due to allergic reactions to certain foods.","apr",816,3
2652,"e","Personally, we have only had one ER trip to save our daughter's life due to a reaction.","apr",816,4
2653,"u","I hope we never have to go through that again.","apr",816,5
2654,"u","Good insights rdgeiger,","apr",817,0
2655,"u","I wonder, do airlines get the amount of timely info they need, say... from the tower or the like;","apr",817,1
2656,"n","Or, as I suspect, the airlines simply board -- then make a mad dash for the tarmac with little to no communication with the tower.","apr",817,2
2657,"u","create a ""virtual"" remote terminal where passengers could ""pretend"" to board the plane which would in turn allow their plane to enter into a ""virtual"" tarmac line.","apr",817,3
2658,"u","Then, when the weather clears, the airlines would be instructed, from the tower, to board ""for real"" and enter the line based on their ""virtual"" position.","apr",817,4
2659,"u","This would allow  passengers the use of the existing  or  original gate as the new temporary ""holding"" area -- as per your suggestion.","apr",817,5
2660,"u","I know, require each gate to remain available and open until that particular plane actually takes flight.","apr",817,6
2661,"u","And I'm assuming the agent didn't volunteer a number of a powerful 'dispute resolution' manager.","apr",818,0
2662,"u","Hey, you could have at least had fun with this rude agent by using the pointed at phone to call up 'that' agent across the lobby and proceed to ask your reasonable questions again.","apr",818,1
2663,"u","At least then your agent would have a legitimate reason display the ""dirty"" look. lol","apr",818,2
2664,"u","I think that the rules should apply to all carriers - domestic and international carriers included.","apr",828,0
2665,"u","I recommend reviewing the FAA flight regulations that a carrier flys under  e.g. FAA FAR Part 135 or 136. etc. rather than the size of aircraft.","apr",828,1
2666,"u","Perhaps these rules should only apply to Part 121 and 125 carriers.","apr",828,2
2667,"n",".. not all airlines allow the entire canceled value of the ticket to apply to a new ticket..","apr",829,0
2668,"n","UNited allows you to ""bank"" the value of the ticket..","apr",829,1
2669,"n","there is a time limit of one year..","apr",829,2
2670,"n","also, United charges a ""change of ticket fee"" of at least $150.","apr",829,3
2671,"u","I agree..","apr",830,0
2672,"u","the airlines should be required to post the entire cost of the ticket including fees and taxes.","apr",830,1
2673,"u","Banning peanuts is lunacy!","apr",833,0
2674,"u","Allergy sufferers know they have an issue.","apr",833,1
2675,"u","Lets get real!","apr",833,2
2676,"u","A simple warning peanuts may be present on a flight should suffice!","apr",833,3
2677,"u","Bumping should require double compensation to the bumped passenger.","apr",834,0
2678,"u","The inconvenience and effort needed to rebook in today's world are huge!","apr",834,1
2679,"u","One should be compensated accordingly.","apr",834,2
2680,"u","However, airlines should first be allowed to seek voluntary bumps and negotiate compensation with them.","apr",834,3
2681,"u","Only forced bumps should be compensated at higher rates.","apr",834,4
2682,"u","I'd like to add my voice to say that all flights should be covered, including international flights.","apr",836,0
2683,"u","I'd like to add my voice to say that all flights should be covered, including international flights.","apr",837,0
2684,"u","so, as for the specifics, the tarmac delay should be no more than 3 hours.","apr",837,1
2685,"u","If having it for all planes is not practical, then planes designed for 30 or more passengers should be covered.","apr",837,2
2686,"u","Airlines need to get over themselves, and make this part of the contract of carriage, and then operate in a customer-friendly fashion, which includes ample communications when ANY problem arises.","apr",837,3
2687,"u","Ample means updates at least every 5 minutes,","apr",837,4
2688,"u","and the updates should be as informative as possible.","apr",837,5
2689,"u","Airports should certainly have their own tarmac contingency plans, to help facilitate any changes that may need to occur if there is a long delay - getting passengers off the plane, bringing food, water, etc.","apr",837,6
2690,"u","And yes, airlines should be required to inform passengers that they can deplane if the delay is at the gate.","apr",837,7
2691,"u","This should be able to be handled with a minimum of fuss.","apr",837,8
2692,"u","Disclosure on the carrier's web site is the best way to get separate optional-fee information to the public.","apr",838,0
2693,"u","Code-shares are tricky,","apr",838,1
2694,"n","since usually the code-share computers don't talk to each other.","apr",838,2
2695,"u","For this situation, I think the differences should also be disclosed on tickets.","apr",838,3
2696,"u","ALL fees should be listed.","apr",838,4
2697,"u","Including a second full fare price doesn't seem as if it will add much, but rather may generate more confusion.","apr",838,5
2698,"u","A 3-month period for displaying information about changes on websites is about right,","apr",838,6
2699,"u","and this seems like the most efficient way to make the information available to the public.","apr",838,7
2700,"u","These requirements should apply to all carriers.","apr",838,8
2701,"u","Baggage fees should not be allowed to vary between code-share partners -","apr",838,9
2702,"u","I can't think of any others.","apr",838,10
2703,"u","Finally, I think airlines should consider having a fee for carry-on luggage, rather than checked luggage,","apr",838,11
2704,"u","which would avoid the increasing scrimmage for overhead space on full flights!","apr",838,12
2705,"u","In addition, I agree with whoever said that airlines should enforce the rules they already have in place about appropriate sizes for checked luggage.","apr",838,13
2706,"e","I am not a peanut allergy sufferer,","apr",839,0
2707,"e","but as a physician, I have both taken care of children with acute peanut allergies, and also responded to calls for physicians on flights.","apr",839,1
2708,"u","The equipment and conditions available on a flight are laughable for a true emergency,","apr",839,2
2709,"u","and I truly don't see what the problem is with banning peanuts and products with peanuts in them on flights.","apr",839,3
2710,"u","There is plenty of other food to eat,","apr",839,4
2711,"u","and this seems like the most sensible, civil solution.","apr",839,5
2712,"u","I don't want to be the one trying to maintain a kid's airway while the pilot lands the plane emergently,","apr",839,6
2713,"u","and I'm sure other travelers don't want to have their flight interrupted by such an occurrence.","apr",839,7
2714,"u","The unbundle cost is not fair to passengers.","apr",842,0
2715,"u","We need to return to level of 2007, before the oil price soared.","apr",842,1
2716,"u","Airline should allow passengers to bring up to two baggages at no charge.","apr",842,2
2717,"n","Make the air ticket bundled like what public transportation are doing right now like Metro, Bus, Cruise, Train, that they don't charge for baggage fee.","apr",842,3
2718,"u","Make it more standard.","apr",842,4
2719,"u","I think there is a problem in assuming that a ""blanket policy"" is going to be a good solution for every customer.","apr",847,0
2720,"u","By definition, a ""blanket policy"" is going to make someone unhappy,","apr",847,1
2721,"n","because it involves tradeoffs.","apr",847,2
2722,"u","If you have a blanket ""no-peanut"" policy, peanut eaters will be unhappy;","apr",847,3
2723,"u","if you have a blanket ""pro-peanut"" policy, obviously allergy sufferers will be unhappy.","apr",847,4
2724,"u","I think the solution is to let the different airlines have different policies which are easily accessible by customers,","apr",847,5
2725,"u","so that customers can make their own decisions about where to fly.","apr",847,6
2726,"u","This way, peanut lovers and people who are allergic to peanuts can both get their ways- by choosing to fly different airlines.","apr",847,7
2727,"u","For example, you say that Southwest and JetBlue are both very accommodating.","apr",847,8
2728,"u","If this is the case  then you should reward those companies by giving them your business.","apr",847,9
2729,"u","Those who dislike those policies can choose to fly elsewhere.","apr",847,10
2730,"n","Here is a link I'm not sure if anyone else has posted from the Food Allergy and Anaphylaxis Network about which airlines do not serve peanuts in coach class:","apr",847,11
2731,"u","Because this information is available to you, you are free to make your decision on this basis.","apr",847,12
2732,"u","I think, if anything, the DOT regulation should make sure that allergy policies are disclosed.","apr",847,13
2733,"u","However, airlines should be free to pursue different policies to give consumers the choice to fly peanut-free if they so desire.","apr",847,14
2734,"u","If you're concerned about wiping down in-flight surfaces, I read on the Southwest website that people who are allergic to peanuts can take morning flights,","apr",848,0
2735,"n","because the planes are cleaned every night.","apr",848,1
2736,"n","you can bring EpiPens onboard an airplane.","apr",849,0
2737,"e","I don't have an EpiPen,","apr",849,1
2738,"e","but I have Type I diabetes,","apr",849,2
2739,"e","and I bring an insulin pen and syringes with me on every flight .","apr",849,3
2740,"n","Also, while many peanut allergies are very serious,","apr",849,4
2741,"n","it is still not ""highly likely"" that a person with a peanut allergy with have a reaction on an airplane where peanuts are served.","apr",849,5
2742,"e","I can't access the entire article,","apr",849,6
2743,"n","but the following abstract has information on the number of peanut allergic individuals who had reactions inflight:","apr",849,7
2744,"u","I think baggage fees especially should be included in the price of the ticket.","apr",851,0
2745,"u","And all other relevant fees.","apr",851,1
2746,"u","It is not particularly important to include snacks","apr",851,2
2747,"u","but anything else that is essential to the flight should be included.","apr",851,3
2748,"u","Also, as others have stated, there needs to be better control of what passengers are allowed to carry-on.","apr",851,4
2749,"u","I am to the point where if I don't have to fly I won't","apr",851,5
2750,"u","because it has become such a zoo with people trying to cram oversized, so-called carryon bags into other peoples' space.","apr",851,6
2751,"u","Also, when they are stopped at the gate with an oversized ""carry-on"" they should be charged a fee to check it if the rest of us have paid a baggage check fee.","apr",851,7
2752,"u","Significant fees should be defined as those charged for something that is an essential part of the flight, i.e. seating, baggage, fuel,","apr",851,8
2753,"n","and I guess some airlines are considering charging for the use of overhead space and bathrooms.","apr",851,9
2754,"n","Because an airport cabin is a confined space","apr",852,0
2755,"n","there is a very real possibility that a person with a peanut allergy could actually die from exposure.","apr",852,1
2756,"u","There is absolutely no need for other passengers to have peanuts with a total disregard for the safety  of a fellow passenger.","apr",852,2
2757,"u","A similar problem, that should also be addressed, along with the peanut allergy problem, is the case of allowing small domestic pets in the cabin of a aircraft.","apr",852,3
2758,"u","People with allergic sensitivity to dog and cat dander are in danger of dying from an acute asthma attack.","apr",852,4
2759,"n","These animals are being stored under the seat in front of the pet owner","apr",852,5
2760,"n","which may be directly under an asthmatic passenger.","apr",852,6
2761,"u","Additionally, many pet owners do not keep these animals in their carriers for the entire flight which increases the chance of exposure.","apr",852,7
2762,"n","Even when there are no animals on a particular flight, their presence on previous flights  means that their dander is still present and a hazard to asthma sufferers.","apr",852,8
2763,"n","Service animals are often allowed on the seats of many flights by the cabin crews","apr",852,9
2764,"n","which can be deadly to an asthmatic occupying that seat on a subsequent flight.","apr",852,10
2765,"n","I keep reading people talk about the effect on them or their family","apr",875,0
2766,"u","and I understand their concern,","apr",875,1
2767,"u","but I also see them shrugging off the impact that anyone else feels there is on them  .","apr",875,2
2768,"u","as if that doesn't matter because ""their"" situation is more important","apr",875,3
2769,"u","Bans are bad things, bottom line.","apr",875,4
2770,"u","And banning things to accommodate a very small minority IS an infringement on the rest of society and their concerns are just as valid to them as your concerns are to you.","apr",875,5
2771,"u","In addition to disclosure, there needs to be a requirement that whatever fees were in effect the day the ticket was purchased, are the fees the passenger actually pays.","apr",877,0
2772,"n","Since tickets can be purchased well in advance,","apr",877,1
2773,"n","it is quite possible for fees to change between the time the ticket is purchased and the actual date of travel.","apr",877,2
2774,"u","As for ticket agents, as a travel agent, I have no problem with requiring ticket agents to disclose fees as well, but only if there is an automated way for us to get that information from the airlines.","apr",877,3
2775,"u","I also should not have any liability for any changes in that policy by the airline between the time the ticket is purchased and the actual flight date.","apr",877,4
2776,"u","Keep in mind that you wouldn't be able to get out of the plane if it were in the air, either.","apr",886,0
2777,"u","I think deplaning is a bit extreme,","apr",886,1
2778,"u","because it could throw an already imbalanced flight schedule out of whack, and might delay flights even further or lead to cancellation.","apr",886,2
2779,"e","I sat on a tarmac in London for five hours earlier this year,","apr",886,3
2780,"u","but I'd rather wait it out than hop off the plane and miss an opportunity to take off.","apr",886,4
2781,"u","However, I see no problem with regular passenger updates on the progress of the delay.","apr",886,5
2782,"u","I'd just like to respond to this as one of those people who needs to plan around meals.","apr",887,0
2783,"e","I have juvenile diabetes ,","apr",887,1
2784,"u","so my food intake needs to be fairly regular to keep me healthy and coherent.","apr",887,2
2785,"u","Obviously, this is important to me.","apr",887,3
2786,"u","However, that doesn't mean that I expect the airline to feed me.","apr",887,4
2787,"e","I always bring snacks onto the plane  to hold me over, just in case.","apr",887,5
2788,"u","It's hard to predict when you're going to need to pack an entire meal,","apr",887,6
2789,"u","but it's very easy to stick a granola bar and an apple into your bag for the flight.","apr",887,7
2790,"u","There is nothing preventing people from feeding themselves on the plane, especially if they have a medical condition, as I do.","apr",887,8
2791,"u","The problem can't be solved this way.","apr",890,0
2792,"n","Airlines know ahead of time that flights are oversold,","apr",890,1
2793,"u","but they don't know whether all ticketed customers will show up on time or at all.","apr",890,2
2794,"e","For example, recently I got a free roundtrip flight with frequent flier miles,","apr",890,3
2795,"u","even though I only needed a one-way trip","apr",890,4
2796,"e","only a roundtrip was available for the frequent flier miles.","apr",890,5
2797,"e","Of course, I never showed up for the return flight,","apr",890,6
2798,"u","because I never intended to return.","apr",890,7
2799,"u","If this flight had been oversold, the airline would know ahead of time,","apr",890,8
2800,"u","but they would not have known that I only got a roundtrip flight because it was my only option.","apr",890,9
2801,"u","Airlines could send out a notice to customers that the flight had been oversold,","apr",890,10
2802,"u","but they can't know until the customers have checked in or begun boarding whether all the ticketed customers are present or not.","apr",890,11
2803,"u","Unfortunately, there's no way to give advance notice.","apr",890,12
2804,"u","It would be prudent for a study to be done on this issue to fully understand it.","apr",891,0
2805,"u","Right now parents, myself included, chose not to fly for fear of their child having a severe reaction in a highly inconvenient place.","apr",891,1
2806,"u","Personally, I can't tell you that my son would die on a plane,","apr",891,2
2807,"u","but I can't promise you that he wouldn't have an anaphylactic reaction that could be very life threatening.","apr",891,3
2808,"u","A study would answer the questions as to how often it is an issue, how many people have this issue, and how they chose to fly because of it.","apr",891,4
2809,"u","There are currently too many unknowns.","apr",891,5
2810,"n","In public and private schools, peanuts are frequently banned","apr",891,6
2811,"u","because it is viewed as a disability and would prevent these children from attending school.","apr",891,7
2812,"u","That fact alone seems to show that it makes sense to consider a ban in other arenas as well.","apr",891,8
2813,"u","I am concerned about the length of time customers are put ""on hold"" or spend trying to navigate automated call centers.","apr",900,0
2814,"n","I posit that this industry, among others, is costing the American public an enormous amount of time, money and productivity due to wasting the customer's time.","apr",900,1
2815,"u","I wonder if a mandatory maximum waiting time could be legislated beyond which there would be either a fine or a credit to the customer.","apr",900,2
2816,"u","I believe that a maximum waiting time could be established and that beyond that waiting time the customer should be offered a call back appointment from the airline without losing the customer's place in line.","apr",900,3
2817,"u","I support all proposed regulations.","apr",904,0
2818,"u","Price changed after purchase should not be allowed","apr",904,1
2819,"u","Air travel is often in conjunction with other other commitments such as tours or cruises with can not be canceled on short notice without penalty.","apr",904,2
2820,"u","Airlines should not be able to advertise a one-way fare unless it is indeed the price for one way, not based on round trip.","apr",909,0
2821,"u","They should not be able to ask for additional money if the price goes up unless the opposite is true...","apr",909,1
2822,"u","if prices go down, the consumer should get an immediate refund-not have to ask for it.","apr",909,2
2823,"u","Honest price information will definitely help the consumer make an informed decision about which airline to fly.","apr",909,3
2824,"u","I'm not concerned how the changes will affect ticket sellers ... it is false advertising they're engaged in.","apr",909,4
2825,"u","I did not see mention of compensation for non-weather related delays or cancellations.","apr",912,0
2826,"u","There should be a minimum level of compensation e.g. meal voucher for every 4 hours of delay... hotel vouchers or reimbursement if a flight is canceled.","apr",912,1
2827,"e","My last experience w or  UAL cancellation was some economy class passengers received meal and hotel vouchers, others did not","apr",912,2
2828,"e","they indicated they purchased non-refundable tickets just like a lot of other passengers.","apr",912,3
2829,"e","There was no consistency.","apr",912,4
2830,"e","In one instance, the customer service desk agent said he ran out of hotel vouchers...","apr",912,5
2831,"u","there should be an airline contingency plan that is communicated to all passengers involved.","apr",912,6
2832,"u","All the real charges are burdened on the consumer with only limited impositions on the carriers.","apr",913,0
2833,"u","I often travel in a party of 4","apr",913,1
2834,"e","and when the airlines change flights my seat assignments are all over.","apr",913,2
2835,"u","I have been on flights where water was dripping from overhead, seats were seat backs and arm rests were stuck in bad positions, where the seat was sunken and were the smell was foul.","apr",913,3
2836,"u","I wonder if anyone has measured the noise damage caused by sitting in those last couple of aisles by the engines.","apr",913,4
2837,"e","I am been on trips where I was forced to stand in lines, rebook on very alternate roots and incurred delays due to equipment failure .","apr",913,5
2838,"u","There should be minimum standards for operation  and direct payback to the customers when these airlines deviate from the norm.","apr",913,6
2839,"e","I have to pay them when I do it","apr",913,7
2840,"u","All Airlines should be required to list the time at terminal, time to board, time out of gate, time wheels up, time wheels down, time to gate, time to deplane, time out of terminal for ALL flights at all airports on all tickets sold from any source.","apr",915,0
2841,"u","Missing any one time by 10 minutes entitles each passenger one round trip ticket anywhere that airlines flys for one year without any restrictions.","apr",915,1
2842,"u","If they miss any one time by 30 minutes or any combination of times within 30 minutes, each passenger can fly anywhere that airlines flys for free for one full year.","apr",915,2
2843,"u","If they miss any time, or combination of times, by one hour, or more, then all passengers on that flight fly for free anywhere that airline flys for life.","apr",915,3
2844,"u","Also, Tarmac delays should be limited to one hour and then ONLY if the sircraft has hot food  and water on board to feed the passengers while they wait.","apr",915,4
2845,"u","The toilets must have capacity to cover all ticketed passengers for triple the duration of the flight just to cover ground delays and diversions.","apr",915,5
2846,"n","While the AC is on hold, the seat belt sign is off, toilets are available, and cabin service serves a full hot meal .","apr",915,6
2847,"n","If the AC is not equipped to provide such services then a maximum tarmac delay of 30 minutes is permitted.","apr",915,7
2848,"u","The 30 minutes is from door close to door open.","apr",915,8
2849,"u","Taxi time counts in the delay time.","apr",915,9
2850,"u","No AC should be permitted to taxi more than 30 minutes, of this 30 minutes only 10 minutes are permitted to be without moving.","apr",915,10
2851,"u","Moving is regulated at greater than 5 MPH and not moving is regulated at 5 MPH or less.","apr",915,11
2852,"u","Of couse the Airlines and Airports will say that they cannot live with these regulations.","apr",915,12
2853,"u","It is a simple scheduling issue.","apr",915,13
2854,"n","At the present time there is NO scheduling","apr",915,14
2855,"n","because no one pays if the passengers are just sitting on the runway without food, water, or toilets.","apr",915,15
2856,"u","Let us MAKE the airlines and airports actual schedule just as every other business does,","apr",915,16
2857,"u","it is just in time delivery, and the car company can do it for the thousands of parts in a car.","apr",915,17
2858,"u","This rule should apply to all airlines and airport that are FAA regulated and operate scheduled flights.","apr",915,18
2859,"u","Tarmac delays would become a thing of the past after this rule was pasted.","apr",915,19
